                 P2              1996Performance effects of innovativDos Santos, Brian L; Peffers, K.                             IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT                    10.1109/17.543980                                              189391USA                                                         College or Business and Public Administration, University of Louisville, Louisville, KY 40292, United States; School of Business, Rutgers University, Camden, NJ 08102, United States                                                                            
                 P2              1997Innovation in services          Gallouj, Faiz; Weinstein, O.                                 RESEARCH POLICY                                                10.1016/S0048-7333(97)00030-9       0048-7333; 00487333              FRA                       FRA                               Crei, University of Paris-Nord, Paris, France; IFRESI-CNRS, 2 rue des Canonniers, 59 800 Lille, France; Last-Clersé, Univ. of Lille I and IFRESI-CNRS, Lille, France; University of Paris-Nord, Au. J.B. Clément, 93 430 Villetaneuse, France                    
                 P2              1997Towards a neo-Schumpeterian theoGallouj, Faiz                                                SCIENCE AND PUBLIC POLICY                                                                                                    3023427FRA                                                         CLERSE-IFRESI, University of Lille I, 2 rue des Canonniers, 59800 Lille, France                                                                                                                                                                                  
                 P2              1997Management of innovation in servSundbo, Jon                                                  SERVICE INDUSTRIES JOURNAL                                     10.1080/02642069700000028           0264-2069; 02642069              DNK                                                         Department of Communication, Business and Information Technologies, Building 44.3, Roskilde University, PO Box 260, DK-4000 Roskilde, Denmark                                                                                                                    
                 P2              1998Technological innovation in servEvangelista, R.; Sirilli, G.                                 RESEARCH POLICY                                                10.1016/S0048-7333(98)00084-5       0048-7333; 00487333              ITA                       ITA                               Inst. Studs. on Sci. Res. and Docum., National Research Council of Italy, Via C. De Lollis, 12 00185 Rome, Italy                                                                                                                                                 
                 P2              1998Adoption of a service innovationBarkema, H. G.; Frambach, R. T.; Frambach, RT; Nooteboom, B.;JOURNAL OF BUSINESS RESEARCH                                   10.1016/S0148-2963(97)00005-2       0148-2963; 01482963              BEL                       NLD                               University of Ghent, Department of Marketing, Hoveniersberg 4, B-9000 Ghent, Belgium                                                                                                                                                                             
                 P2              1998Innovation in the Service SectorEvangelista, R.; Sirilli, G.                                 TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE                                                                                   401625ITA                                                         Cnr-Isrds, Via C. De Lollis 12, 00185 Rome, Italy                                                                                                                                                                                                                
                 P2              1998Process uncertainty: a new dimenFox, J.; Gann, R.; Shur, A.; Von Glahn, L.; Zaas, B.         EMJ - ENGINEERING MANAGEMENT JOURNAL                                                                                        10429247USA                                                         Systems Integration Services, DMR Consulting Group, 333 Thornhall Street, Edison, NJ 08837, United States                                                                                                                                                        
                 P2              1999Linking communication to innovatLievens, Annouk; Moenaert, R. K.; S'Jegers, R.               INTERNATIONAL JOURNAL OF SERVICE INDUSTRY MANAGEMENT           10.1108/09564239910255361           0956-4233; 09564233              BEL                       BEL                               Centrum Voor Bedrijfseconomie, Free University of Brussels, Brussels, Belgium; Free University of Brussels, Brussels, Belgium                                                                                                                                    
                 P2              1999The impact of information technoMartini, M.                                                  REVIEW OF ECONOMIC CONDITIONS IN ITALY                                                                                        346799                                                            
                 P2              1999Learning during new banking servde Ruyter, K.; Lemmink, J.; Lievens, Annouk                  JOURNAL OF SERVICE RESEARCH                                    10.1177/109467059922003                                      10946705NLD                                                         Department of Marketing and Market Research, Faculty of Economics and Business Administration, Maastricht University, Netherlands; Department of Marketing and Market Research, Maastricht University, Netherlands                                               
                 P2              2000Innovation as a loosely coupled Gallouj, Faiz; Sundbo, Jon                                   INTERNATIONAL JOURNAL OF SERVICES, TECHNOLOGY AND MANAGEMENT   10.1504/IJSTM.2000.001565                                    14606720DNK; FRA                                                    Department of Communication, Business and Information Technologies, Building 44.3, Roskilde University, PO Box 260, DK-4000 Roskilde, Denmark; University of Lille 1 (France), IFRESI-CNRS, 2, rue des canonniers, 59, Lille, France                             
                 P2              2000Knowledge-intensive business serDen Hertog, Pim                                              INTERNATIONAL JOURNAL OF INNOVATION MANAGEMENT                                                                                                                                                  
                 P2              2000Project team communication in fiLievens, Annouk; Moenaert, R. K.                             JOURNAL OF MANAGEMENT STUDIES                                  10.1111/1467-6486.00201             0022-2380; 00222380              BEL                       BEL                               Antwerp University, Faculty of Applied Economics, Department of Marketing, Prinsstraat 13, 2000 Antwerp, Belgium                                                                                                                                                 
                 P2              2000Using Technology and ConstitutinOrlikowski, Wanda J.                                         ORGANIZATION SCIENCE                                                                                                        10477039USA                                                         Sloan School of Management, Massachusetts Inst. of Technology, 50 Memorial Drive, Cambridge, MA 02139, United States                                                                                                                                             
                 P2              2000Technology infusion in service eBitner, Mary Jo; Brown, Stephen W; Meuter, M. L.             JOURNAL OF THE ACADEMY OF MARKETING SCIENCE                                                                                   920703USA                                                         Arizona State University, United States; Department of Marketing, Villanova University, United States; Department of Services Marketing and Management, Center for Services Marketing and Management, Arizona State University, United States; Villanova Universi
                 P2              2000Service production and intellectMiles, Ian; Andersen, B.; Boden, M.; Howells, J.             INTERNATIONAL JOURNAL OF SERVICES, TECHNOLOGY AND MANAGEMENT   10.1504/IJSTM.2000.001564                                    14606720GBR                                                         PREST, University of Manchester, Oxford Road, Manchester, United Kingdom                                                                                                                                                                                         
                 P2              2000Consumer preferences for InterneHenrichs, R. B.; Sultan, F.                                  JOURNAL OF CONSUMER MARKETING                                                                                                7363761USA                                                         College of Business Administration, Northeastern University, Boston, MA, United States; S. F. Bay Area Rapid Transit Dist., Oakland, CA, United States                                                                                                           
                 P2              2001Perspective: Creating a platformDeTore, A.; Meyer, M. H.                                     JOURNAL OF PRODUCT INNOVATION MANAGEMENT                       10.1016/S0737-6782(01)00070-4                                 7376782USA                                                         212 Hayden Hall, Northeastern University, 360 Huntington Avenue, Boston, MA 02115, United States; Lincoln Re, United States                                                                                                                                      
                 P2              2002Innovation in services and the aGallouj, Faiz                                                JOURNAL OF SOCIO-ECONOMICS                                     10.1016/S1053-5357(01)00126-3                                10535357FRA                                                         CLERSE and IFRESI, Faculty of Economics and Sociology, University of Lille i, 59 655, Villeneuve d'Ascq Cedex, France                                                                                                                                            
                 P2              2002Innovation studies in the 21st cSmits, R.                                                    TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE                    10.1016/S0040-1625(01)00181-0       0040-1625; 00401625              NLD                       NLD                               Department of Innovation Studies, University of Utrecht, P.O. Box 80125, NL 3508 TC Utrecht, Netherlands                                                                                                                                                         
                 P2              2002Public-interest services revisitHéritier, A.                                                 JOURNAL OF EUROPEAN PUBLIC POLICY                              10.1080/1350176022000046463         1350-1763; 13501763              ITA                       ITA                               Dept. of Social and Polit. Science, European University Institute, Via dei Roccettini 9, I-50016 San Domenico di Fiesole, Italy                                                                                                                                  
                 P2              2002Review: Power and information teButler, B S; Carte, T A; Croes, H J P; Jasperson, J; SaundersMIS QUARTERLY: MANAGEMENT INFORMATION SYSTEMS                  10.2307/4132315                     0276-7783                                                                                    
                 P2              2002Cross-cultural software productiWalsham, G.                                                  MIS QUARTERLY: MANAGEMENT INFORMATION SYSTEMS                                                                                2767783GBR                                                         Judge Institute of Management, University of Cambridge, Trumpington Street, Cambridge CB2 1AG, United Kingdom                                                                                                                                                    
                 P2              2002Realizing innovation in servicesvan der Aa, Wietze; Elfring, T.                              SCANDINAVIAN JOURNAL OF MANAGEMENT                             10.1016/S0956-5221(00)00040-3                                 9565221NLD                                                         Management Studies Group, Wageningen University, Hollandseweg 1, 6706 KN Wageningen, Netherlands; Rotterdam School of Management, Faculteit Bedrijfskunde, Erasmus Universiteit, P.O. Box 1738, 3000 DR Rotterdam, Netherlands                                   
                 P2              2002Knowledge-intensive services andWood, P.                                                     URBAN STUDIES                                                  10.1080/00420980220128417                                      420980GBR                                                         Department of Geography, University College London, Gower Street, London WC1E 6BT, United Kingdom                                                                                                                                                                
                 P2              2002The impact of innovation on emplSavona, Maria; Evangelista, R.                               INTERNATIONAL REVIEW OF APPLIED ECONOMICS                      10.1080/02692170210136136                                     2692171ITA                                                         Natl. Res. Council Italy ISPRI-CNR, University of Camerino, Via Dei Taurini, 19, Rome - 00185, Italy                                                                                                                                                             
                 P2              2002Services, innovation and the newZagler, M.                                                   STRUCTURAL CHANGE AND ECONOMIC DYNAMICS                        10.1016/S0954-349X(02)00004-8                                  954349AUT                                                         Department of Economics, Vienna University of Economics and B.A., Augasse 2-6, A-1090 Vienna, Austria                                                                                                                                                            
                 P2              2003The disruptive nature of informaLyytinen, Kalle; Rose, Gregory M                             MIS QUARTERLY: MANAGEMENT INFORMATION SYSTEMS                                                                                2767783USA                                                         Department of Accounting, Washington State University, 14204 NE Salmon Creek Avenue, Vancouver, WA 98686, United States; Department of Information Systems, Case Western Reserve University, 10900 Euclid Avenue, Cleveland, OH 44106, United States             
                 P2              2003Operational Research for informeBraithwaite, C.; Halsall, D.; Halsall, J.; Royston, G.       JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY                    10.1057/palgrave.jors.2601617       0160-5682; 01605682              GBR                       GBR                               Department of Health, Quarry House, Quarry Hill, Leeds LS2 7UE, United Kingdom                                                                                                                                                                                   
                 P2              2003Antecedents of project learning Blazevic, V.; Klein, E.; Lievens, Annouk                     INTERNATIONAL JOURNAL OF SERVICE INDUSTRY MANAGEMENT           10.1108/09564230310466010           0956-4233; 09564233              NLD; BEL                  NLD; BEL                          Antwerp University, Antwerp, Belgium; Maastricht University, Maastricht, Netherlands                                                                                                                                                                             
                 P2              2003Understanding the service componBarua, Anitesh; Susarla, Anjana; Whinston, Andrew B          MIS QUARTERLY: MANAGEMENT INFORMATION SYSTEMS                                                                                2767783USA                                                         Department of MSIS, McCombs School of Busines, University of Texas at Austin, Austin, TX 78712, United States                                                                                                                                                    
                 P2              2003E-service innovations through coMichalski, T.                                                INTERNATIONAL JOURNAL OF MANAGEMENT AND DECISION MAKING                                                                     14624621DEU                                                         Fachhochschule Frankfurt am Main, University of Applied Sciences, Fachbereich 3: Wirtschaft und Recht, Nibelungenplatz 1, 60318 Frankfurt am Main, Germany                                                                                                       
                 P2              2003Services innovation and the tranMiozzo, M.; Ramirez, M.                                      NEW TECHNOLOGY, WORK AND EMPLOYMENT                                                                                          2681072GBR                                                         Manchester School of Management, UMIST, Manchester, United Kingdom; School of Mgmt./Org. Psychology, Birkbeck College, University of London, London, United Kingdom                                                                                              
                 P2              2003Evidence on the management of puWalker, Richard M                                            PUBLIC MONEY AND MANAGEMENT                                                                                                  9540962GBR                                                         Department of Public Policy, Cardiff University, Cardiff, United Kingdom                                                                                                                                                                                         
                 P2              2003Smart products and service systeLee, Jungwoo                                                 INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT                 10.1504/IJTM.2003.003143                                      2675730USA                                                         Ctr. Intell. Maintenance Syst. (IMS), University of Wisconsin-Milwaukee, Milwaukee, WI, United States                                                                                                                                                            
                 P2              2003A Two-Step Estimation of ConsumeEastwood, D.; Lee, E.-J.; Lee, Jungwoo                       JOURNAL OF CONSUMER AFFAIRS                                                                                                   220078USA                                                         Department of Agricultural Economics, University of Tennessee, United States; Department of Consumer Science, Ohio State University, United States; Department of Marketing, College of Business and Economics, California Stt. Univ.-Los Angeles, United States 
                 P2              2004High-technology service innovatiLemmink, J.; Ouwersloot, H; van Riel, A.C.R.                 JOURNAL OF PRODUCT INNOVATION MANAGEMENT                       10.1111/j.0737-6782.2004.00087.x    0737-6782                                                  NLD                               
                 P2              2004A composite model of product devHull, Frank M                                                IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT                    10.1109/TEM.2004.826015             0018-9391; 00189391              USA                       USA                               Fordham University, Graduate Business, New York, NY 10023, United States                                                                                                                                                                                         
                 P2              2004Managing knowledge in new producIgel, B.; Numprasertchai, S.                                 INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT                 10.1504/IJTM.2004.005776            0267-5730; 02675730              THA                       THA                               Department of Computer Engineering, Faculty of Engineering, Kasetsart University, 50 Phaholyothin Rd., Chatujak, Bangkok 10900, Thailand; School of Management, Asian Institute of Technology, P.O. Box 4, Klong Luang, Pathumthani 12120, Thailand              
                 P2              2004Learning in knowledge communitieBarrett, Michael; Cappleman, S.; Shoib, G.; Walsham, G.      EUROPEAN MANAGEMENT JOURNAL                                    10.1016/j.emj.2003.11.019                                     2632373GBR                                                         Hewlett Packard Ltd., Cain Road, Bracknell, Berkshire RG12 1HN, United Kingdom; Judge Institute of Management Stud., University of Cambridge, Trumpington Street, Cambridge CB1 1AG, United Kingdom; School of Management, University of Bath, Bath BA2 7AY, Unit
                 P2              2004Managing technology-enabled servJohnson, L. W.; Walker, R. H.                                INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND INNOVATION MANAGE                                                              1368275AUS                                                         Melbourne Business School, The University of Melbourne, 200 Leicester Street, Carlton VIC 3053, Australia; School of Business, La Trobe University, PO Box 199, Bendigo VIC 3552, Australia                                                                      
                 P2              2004Electronic libraries and the emeMoyo, L. M.                                                  ELECTRONIC LIBRARY                                             10.1108/02640470410541615                                     2640473USA                                                         Gateway Libraries, Penn State University Libraries, University Park, PA 16802, United States                                                                                                                                                                     
                 P2              2004Evolving to a new dominant logicLusch, Robert; Vargo, Stephen                                JOURNAL OF MARKETING                                                                               0022-2429                                                                                    
                 P2              2005The role of standards in innovatLyytinen, Kalle; Yang, H D; Yoo, Youngjin                    JOURNAL OF STRATEGIC INFORMATION SYSTEMS                       10.1016/j.jsis.2005.07.007          0963-8687                                                                                    
                 P2              2005Web services innovation researchHackney, R.; Sharma, S. K.; Xu, HA                           INTERNATIONAL JOURNAL OF INFORMATION MANAGEMENT                10.1016/j.ijinfomgt.2005.04.004     0268-4012; 02684012              GBR; USA                  GBR; USA                          Brunel University, Uxbridge, UB8 3PH, United Kingdom; Manchester Metropolitan University, Business School, United Kingdom; Miller College of Business, Ball State University, United States                                                                      
                 P2              2005Targeting innovation and implicaBessant, J.; Francis, D.                                     TECHNOVATION                                                   10.1016/j.technovation.2004.03.004  0166-4972; 01664972              GBR                       GBR                               Ctr. for Res. in Innov. Management, University of Brighton, Brighton, United Kingdom; School of Management, Cranfield University, Bedfordshire MK43 0AL, Cranfield, United Kingdom                                                                               
                 P2              2005Applying options to evaluate serLin, L. H.; Lu, I. Y.; Wu, G.-C.                             INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT                                                     0267-5730; 02675730              TWN                       TWN                               Department of Business Management, Southern Taiwan University of Technology, Tainan 710, Taiwan; Department of International Business, National Kaohsiung University of Applied Science, Kaohsiung 807, Taiwan; Institute of Business Management, National Sun Ya
                 P2              2005Information technology and the pBarney, J. B.; Muhanna, W. A.; Ray, G.                       MIS QUARTERLY: MANAGEMENT INFORMATION SYSTEMS                                                                                2767783USA                                                         Department of Accounting and Management Information Systems, Fisher College of Business, Ohio State University, Columbus, OH 43210, United States; Department of Management and Human Resources, Fisher College of Business, Ohio State University, Columbus, OH 
                 P2              2005Reducing the natural resource inHeiskanen, E.; Jalas, M.; Timonen, P.                        PROGRESS IN INDUSTRIAL ECOLOGY                                                                                              14768917FIN                                                         Helsinki School of Economics, P.O. Box 1210, FIN-00101, Helsinki, Finland; National Consumer Research Centre, P.O. Box 5, FIN-00531, Helsinki, Finland                                                                                                           
                 P2              2005B2C failures: Toward an innovatiDholakia, N.; Pandya, A. M.                                  JOURNAL OF ELECTRONIC COMMERCE IN ORGANIZATIONS                                                                             15392937USA                                                         Coll. of Indust. Eng./Mgmt. Science, Northwestern University, Evanston, IL, United States; Northeastern Illinois University, Chicago, IL, United States; University of Rhode Island, Kingston, RI, United States                                                 
                 P2              2005Image congruence and the adoptioAndreassen, Tor Wallin; de Ruyter, K.; Kleijnen, M.          JOURNAL OF SERVICE RESEARCH                                    10.1177/1094670504273978                                     10946705NLD; NOR; SWE                                               BI Norwegian School of Management, Norway; Department of Marketing, Stockholm University, School of Business, Sweden; International Service Research, University of Maastricht, Netherlands; Maastricht Academic Center for Research in Services (MAXX), Netherla
                 P2              2005Do services innovate (DifferentlTether, Bruce S                                              INDUSTRY AND INNOVATION                                        10.1080/13662710500087891                                    13662716GBR                                                         ESRC Centre for Research on Innovation and Competition (CRIC), Manchester Business School, University of Manchester, Manchester, United Kingdom                                                                                                                  
                 P2              2005Perceived environmental uncertaiFreel, M. S.                                                 SMALL BUSINESS ECONOMICS                                       10.1007/s11187-005-4257-9                                      921898GBR                                                         Centre for Entrepreneurship Research, Management School and Economics, University of Edinburgh, 7 Bristo Square, Edinburgh EH8 9AL, United Kingdom                                                                                                               
                 P2              2005The added value of web innovatioGhijsen, P.; Semeijn, Janjaap; van Birgelen, M.              MANAGING SERVICE QUALITY                                       10.1108/09604520510634014                                     9604529NLD                                                         Department of Marketing, Faculty of Economics and Business Administration, Maastricht University, Maastricht, Netherlands; Faculty of Management Sciences, Open University Nederland, Heerlen, Netherlands                                                       
                 P3              2006Standard making: A critical reseKing, John Leslie; Lyytinen, Kalle                           MIS QUARTERLY: MANAGEMENT INFORMATION SYSTEMS                                                      0276-7783; 02767783                                        USA                               
                 P3              2006A mixed-integer programming apprSaglam, Burcu; Salman, F Sibel; Sayin, Serpil; Turkay, Metin EUROPEAN JOURNAL OF OPERATIONAL RESEARCH                       10.1016/j.ejor.2005.04.048          0377-2217                                                  TUR                               
                 P3              2006Firm performance impacts of digiPatnayakuni, R; Rai, Arun; Seth, N                           MIS QUARTERLY: MANAGEMENT INFORMATION SYSTEMS                                                      0276-7783                                                  USA                               
                 P3              2006Innovation and economic performaSavona, Maria; Cainelli, Giulio; Evangelista, R.             CAMBRIDGE JOURNAL OF ECONOMICS                                 10.1093/cje/bei067                  0309-166X; 0309166               FRA; GBR; ITA             FRA; GBR; ITA                     BETA, Bureau d'Economie Théorique et Appliqée, UMR CNRS 7522, Strasbourg, France; CERIS-CNR, Milan, Italy; IRPPS-CNR, Rome, Italy; SPRU, Department of Science and Technology Research, University of Sussex, Sussex, United Kingdom; University of Bari, Milan, 
                 P3              2006Product and service innovation: Karniouchina, EV; Verma, Rohit; Victorino, L.                JOURNAL OF PRODUCT INNOVATION MANAGEMENT                       10.1111/j.1540-5885.2006.00198.x    0737-6782                                                  USA                               
                 P3              2006Implementing complex innovationsBarlow, J.; Bayer, S.; Curry, R.                             TECHNOVATION                                                   10.1016/j.technovation.2005.06.010  0166-4972; 01664972              GBR                       GBR                               Department of Health Programme on Information and Communication Technology in Healthcare; Department of Technology and Innovation Management, Tanaka Business School, Imperial College, United Kingdom; Innovation Studies Centre, Tanaka Business School, South 
                 P3              2006A research manifesto for serviceChesbrough, Henry; Spohrer, Jim                              COMMUNICATIONS OF THE ACM                                      10.1145/1139922.1139945             0001-0782; 00010782              USA                                                         Center for Open Innovation, Haas School of Business, University of California, Berkeley, United States; IBM Almaden Research Center, San Jose, CA, United States                                                                                                 
                 P3              2006The generative Internet         Zittrain, Jonathan L.                                        HARVARD LAW REVIEW                                                                                 0017-811X; 0017811               GBR; USA                                                    Department of Internet Governance and Regulation, Oxford University, United Kingdom; Entrepreneurial Legal Studies, Harvard Law School, United States                                                                                                            
                 P3              2006Industry-wide information systemMarkus, M. L.; Minton, G.; Steinfield, C. W.; Wigand, R. T.  MIS QUARTERLY: MANAGEMENT INFORMATION SYSTEMS                                                                                2767783USA                                                         Department of Information and Process Management, Bentley College, 175 Forest Street, Waltham, MA 02452-4705, United States; Department of Telecommunication, Information Studies, and Media, Michigan State University, East Lansing, MI 48824-1212, United Stat
                 P3              2006Editorial notes-the growth of inRai, Arun; Sambamurthy, Vallabh                              INFORMATION SYSTEMS RESEARCH                                   10.1287/isre.1060.0108                                       10477047USA                                                         Department of Computer Information Systems, Robinson College of Business, Georgia State University, Atlanta, GA 30303, United States; Eli Broad Graduate School of Management, Michigan State University, East Lansing, MI 48824, United States                  
                 P3              2006Electronic marketplaces and pricKim, H. G.; Markus, M. L.; Soh, C.                           MIS QUARTERLY: MANAGEMENT INFORMATION SYSTEMS                                                                                2767783USA; SGP                                                    Carlson School of Management, University of Minnesota, 321 19 Avenue South, Minneapolis, MN 55455, United States; Department of Management, Bentley College, 175 Forest Street, Waltham, MA 02452-4705, United States; Nanyang Business School, Nanyang Technolog
                 P3              2006Always the little brother? digitEllonen, H.-K.; Karhu, P.                                    INTERNATIONAL JOURNAL OF INNOVATION AND TECHNOLOGY MANAGEMENT  10.1142/S0219877006000673                                     2198770CHE; FIN                                                    Lappeenranta University of Technology, Department of Business Administration, PO Box 20, FIN-53851-Lappeenranta, Finland; St. Gallen University, Department of Business Administration, Dufourstrasse 50, CH-9000 St.Gallen, Switzerland                         
                 P3              2006Perceptions of a UK university aLancaster, N.; Mooney, M.; Sparrow, J.                       INTERNATIONAL JOURNAL OF BUSINESS INNOVATION AND RESEARCH                                                                   17510252GBR                                                         University of Central England, Franchise Street, Perry Barr Birmingham, West Midlands, B42 2SU, United Kingdom                                                                                                                                                   
                 P3              2006Does the UTTO model of technologSavory, C.                                                   INTERNATIONAL JOURNAL OF INNOVATION AND TECHNOLOGY MANAGEMENT  10.1142/S0219877006000740                                     2198770GBR                                                         Technology Management Research Group, Technology Faculty, Open University, MK7 6AA, United Kingdom                                                                                                                                                               
