;Spohrer, Jim;Vargo, Stephen;Lyytinen, Kalle;Demirkan, Haluk;Lusch, Robert;Maglio, Paul P.;Gallouj, Faiz;Miles, Ian;Tsou, Hung Tai;Edvardsson, Bo;Rubalcaba, Luis;Akaka, Melissa Archpru;Yoo, Youngjin;Brown, Stephen W;Chen, Ja-Shen;Gummesson, Evert;Orlikowski, Wanda J.;Parasuraman, A.;Sundbo, Jon;Yuan, Soe-Tsyr;Bitner, Mary Jo;Evangelista, R.;Hanseth, Ole;Lievens, Annouk;Ordanini, Andrea;Ostrom, Amy L;Agarwal, Renu;Barrett, Michael;Bygstad, Bendik;Den Hertog, Pim;Grönroos, Christian;Henfridsson, Ola;Kauffman, Robert J.;Kowalkowski, Christian;Lee, Jungwoo;Markeset, T.;Nicolajsen, Hanne Westh;Panesar, S. S.;Rai, Arun;Savona, Maria;Sørensen, C.;Tronvoll, Bard;van Riel, A.C.R.;Verma, Rohit;Xu, Xin;Boudreau, Kevin J;Bouwman, Harry;Chae, Bongsug (Kevin);Cheng, Colin C J;Choi, Jisun;Cusumano, Michael A;Daim, T. U.;Davidson, Elizabeth J.;Gallan, Andrew S;Gallego, Jorge;Gebauer, Heiko;Gummerus, Johanna;Hilton, Toni;Hurmelinna-Laukkanen, Pia;Lin, Chiu Hui;Maull, Roger;Michel, Stefan;Ng, Irene C L;Reynoso, Javier;Richey, Robert Glenn, Jr;Rose, Gregory M;Sambamurthy, Vallabh;Savory, C.;Sawatani, Yuriko;Scott, Susan V.;Scupola, Ada;Selen, Willem;Semeijn, Janjaap;Shirahada, Kunio;Sirilli, G.;Skålén, P.;Tiwana, Amrit;Tokman, Mert;Truong, Yann;Tung, Wei-Feng;Uchihira, N.;Venkatesh, Viswanath;Visintin, Filippo;Walker, Richard M;Wang, Huaiqing;Witell, Lars;Woodside, Arch G;Andreassen, Tor Wallin;Araujo, Luis;Arduini, Davide;Arts, Koen;Atuahene-Gima, K.;Avellaneda, Claudia N;Ballantyne, David;Bardhan, Indranil R.;Barile, Sergio;Barlatier, Pierre-Jean;Barras, R.;Barua, Anitesh;Benbasat, I.;Berg, D.;Boland, Richard J., Jr.;Bryson, John R;Bush, Ashley A.;Carlo, Jessica Luo;Cefkin, Melissa;Cenfetelli, R. T.;Chae, B.;Chang, Ching-Hsun;Chang, Yuan-Chieh;Chesbrough, Henry;Chiu, Yen-Ting Helena;Consoli, Davide;Cova, Bernard;de Reuver, Mark;de Ruyter, K.;Deokar, Amit V;Desmarchelier, Benoit;Djellal, Faridah;Dobrzykowski, David D;Doloreux, David;Dos Santos, Brian L;El-Gayar, Omar F;Enquist, Bo;Freel, M. S.;Frow, Pennie;Ganz, Walter;Gawer, Annabelle;Geum, Y.;Ghazawneh, A.;Giannopoulou, Eleni;Giraldo, Mario;Goul, Michael;Gruber, Thorsten;Gruhl, Daniel;Gryszkiewicz, Lidia;Gustafsson, Anders;Heinonen, Kristina;Henten, A.;Hipp, Christiane;Hollebeek, Linda D;Hong, Se-Joon;Hsu, Hsuan-Yu;Hua, Zhongsheng;Hughes, Tim;Hull, Frank M;Izquierdo-Yusta, Alicia;Jaeger, Angela;Janssen, Marijn;Jayaraman, K.;Jiménez-Zarco, A. I.;Kajikawa, Yuya;Kallio, Katri;Kandampully, Jay;Kannan, P. K.;Karia, Noorliza;Kelleher, Carol;Khan, A. M.;Kim, Jieun;Kim, S. K.;Kindström, D.;Kinkel, Steffen;Kirner, Eva;Kuo, D. C.-L.;Kuppelwieser, Volker G;Kuusela, Hannu;Lappalainen, Inka;Lee, Jung Hoon;Lee, Sungjoo;Legner, Christine;Leimeister, Jan Marco;Lemmink, J.;Li, L.;Lightfoot, Howard W;Lin, Fu-Ren;Lin, Ming-Ji James;Liu, Hong-Cheng;Lyons, Kelly;Majchrzak, Ann;Malsbender, A.;Markkula, Jouni;Markus, M. L.;Martínez-Ruiz, M. P.;Mathiassen, Lars;McColl-Kennedy, Janet R;McDermott, Christopher M;Meyer, Jeffrey;Meyer, Martin;Misuraca, Gianluca;Moenaert, R. K.;Moeslein, Kathrin M;Mukhopadhyay, T.;Nambisan, Satish;Ndubisi, Nelson Oly;Neely, Andy;O'Driscoll, Aidan;Oborn, Eivor;Ojanen, V.;Palmer, Mark;Park, Yongtae;Paton, R. A.;Payne, Adrian;Pekkarinen, Saara;Pilar Martinez-Ruiz, Maria;Polese, Francesco;Prabhu, Jaideep;Prajogo, Daniel I;Rahman, Syed Abidur;Rajagopal;Rapaccini, Mario;Ritala, Paavo;Roth, Aleda V;Rubera, Gaia;Russo-Spena, Tiziana;Saarijärvi, Hannu;Sakata, Ichiro;Saviano, Marialuisa;Schultz, Carsten;Shearmur, R.;Shih, T.-Y.;Simmons, Geoff;Smith, Laura;Sougstad, Ryan;Sparrow, J.;Spring, Martin;Stare, Metka;Storey, Chris;Strandvik, Tore;Sun, Yaowu;Susarla, Anjana;Taghizadeh, Seyedeh Khadijeh;Tam, Kar Yan;Tanniru, Mohan;Teo, Hock-Hai;Tether, Bruce S;Thong, James Y L;Thurasamy, Ramayah;Tien, James M;Toivonen, Marja;Tracy, Stephen;van der Aa, Wietze;van der Wal, Rene;Voss, Christopher A;Walsham, G.;Wang, Chuan-Chung;Wang, Zhongjie;Whinston, Andrew B;Wong, Chee Yew;Wu, Chih-Wen;Wuenderlich, Nancy V;Yan, Jiaqi;Zanfei, Antonello;Zhu, Q.;Åkesson, Maria;Aal, Kotaiba Abdul;Aaltonen, Aleksi;Abdous, M.;Adams, Frank G;Adams, William M;Adel, R.;Adham, K. A.;Agarwal, James;Agarwal, N. K.;Ager, Tryg;Ageron, B.;Aggarwal, Rebecca;Ahas, Rein;Ahmad, Noor Hazlina;Ahonen, T.;Aitamurto, T.;Akiyama, Masanori;Akpinar, Fatma;Aksoy, Lerzan;Alam, Gazi Mahabubul;Alefantos, Tassos;Alfano, G.;Alhava, O.;Allen, D.;Alt, R.;Alter, S.;Altmann, Joern;Alvarez-Gonzalez, L. I.;Alvarez-González, J. A.;Alzahrani, A.;Amanatidou, Effie;Andersen, B.;Andersen-Gott, M.;Anderson, Laura C;Anderson, Laurel;Angelidou, M.;Annanpera, Elina;Arai, Tamio;Armbruster, Heidi;Aron, R.;Artto, K.;Arvanitis, S.;Asaari, M. H. A. H.;Ashenbaum, B.;Ashill, Nicholas J;Asmussen, Bjoern;Audretsch, David B;Autry, Chad W;Aveiro, D.;Azadegan, A.;Azorín, J. A.;Ba, S.;Bacile, Todd J;Bader, M. A.;Bahn†, K. D.;Bailey, John;Baines, Tim;Banerjee, Dipyaman;Banker, Rajiv;Banks, Ken;Bao, J.;Barahona, J. C.;Barkema, H. G.;Barlow, J.;Barney, J. B.;Baron, Steve;Barrutia, Jose M;Bascavusoglu-Moreau, E.;Baskerville, R. L.;Basoglu, N.;Batchuluun, A.;Batnasan, J.;Battistella, L. F.;Bau, M.;Baxter, D.;Bayer, S.;Baysan, Serdar;Becker, Joerg;Beckers, Sander F M;Beitelspacher, Lauren Skinner;Beiter, K. A.;Belal, H. M.;Beloglazov, Anton;Belotti, Federico;Beltramini, R. F.;Ben Letaifa, Soumaya;Benaroch, Michel;Berente, Nicholas;Bergek, Anna;Berkhout, F.;Berry, Frances S;Berry, Leonard L;Bertino, Elisa;Bertram, M.;Bess, C.;Bessant, J.;Best, M. L.;Bhuyan, S. S.;Bilgihan, A.;Bjørn-Andersen, N.;Blaabjerg, Steen;Blasco-Arcas, Lorena;Blazevic, V.;Blocker, Christopher P;Blomqvist, K.;Boden, M.;Boehmann, Tilo;Boland, R. J.;Bolisani, E.;Bolton, Ruth N;Boutin, P. J.;Boutin, Philip J, Jr;Bouzaabia, Olfa;Bowen, D.;Bowen, David E;Braa, J.;Brady, Michael K;Braithwaite, C.;Bratt, Cecilia;Brehme, P.-O.;Breidbach, Christoph Friedrich;Brenner, Walter;Bridges, Cheryl H;Brodie, Roderick;Brodie, Roderick J;Broeckelmann, P.;Brohman, M Kathryn;Broman, Goran;Brown, Louise;Brozovic, Danilo;Brudvig, Susan;Bruns, Katherina;Brunswicker, Sabine;Bröchner, J.;Burger, Thomas;Burkhard, Kevin A;Burlat, Patrick;Burnes, Bernard;Burton, Jamie;Busquets, Javier;Butler, B S;Buyya, Rajkumar;Buzzacchi, L.;Cabello-Medina, Carmen;Cabiddu, Francesca;Caceres, Rafael;Cadwallader, Susan;Cai, H.;Cai, Shun;Cainelli, Giulio;Calabrese, Armando;Calabretta, Giulia;Camacho, J. A.;Camen, Carolina;Campbell, Norah;Candi, Marina;Caniels, Marjolein C J;Caniëls, M. C. J.;Capel, C. M.;Cappleman, S.;Carlborg, Per;Carlsson, Bo;Carmona-Lavado, Antonio;Carroll, Noel;Carte, T A;Casbarra, Claudia;Cassab, H.;Casselman, R Mitch;Castaldo, Sandro;Castellacci, Fulvio;Castro, L. M.;Castro-Lucas, Cristina;Caswell, Nathan;Ceccagnoli, Marco;Cecere, G.;Chai, K. H.;Chairatana, Pun-Arj;Chaiyawat, T.;Chan, C.-C.;Chan, Wai Kin Victor;Chandak, A.;Chandler, Jennifer D.;Chang, H. J.;Chang, Hung-Fan;Chang, R. M.;Chang, Soo Ho;Chang, Y. B.;Chaparro-Pelaez, Julian;Chee-Wooi, H.;Chellappa, Ramnath K;Chen, Chi-Kuang;Chen, Chih-Cheng Volvic;Chen, Chih-Jou;Chen, G.;Chen, H.;Chen, Haozhe;Chen, J. K. C.;Chen, Junsong;Chen, Kuan-Chung;Chen, Kuo-Min;Chen, Min-Nan;Chen, Ming-Chao;Chen, R.-H.;Chen, Shin-Horng;Chen, Yu-Shan;Chen, Yuh-Jen;Chen, Yuh-Min;Cheng, L.-H.;Cheng, Yi-Han;Cheung, W.;Chi, L.;Chi-Shiun, Lai;Chiang, Chun-Hao;Chih, Wen Hai;Ching, Russell K H;Chiu, K. K.-S.;Chiu, Wen-Ta;Chiummo, Gabriel;Choi, Byounggu;Choi, Hwanho;Choi, Jae;Choi, X. G. S.;Chong, Alain Yee-Loong;Chou, Seng-Cho T;Choudhury, Vivek;Chu, S.-C.;Chuang, L.-C.;Chuang, Shu-Hui;Chumpitaz Caceres, Ruben;Chung, J.-Y.;Claudy, Marius C;Cocca, S.;Cochoy, Franck;Codagnone, Cristiano;Colombo, M. G.;Colomo-Palacios, Ricardo;Colurcio, Maria;Conrick, M.;Corrigan, M.;Corrocher, Nicoletta;Corsaro, Daniela;Corus, Canan;Croes, H J P;Cromer, Cory;Cruz, S.;Cuevas-Rodriguez, Gloria;Cunha, A. B.;Curry, R.;Cáceres, R.;Cáceres, R. C.;D'Alvano, Luigi;Dai, C.;Dai, Qizhi;Dalela, Vivek;Dalli, Daniele;Damanpour, F.;Daniels, P. W.;Das, S. R.;Datta, A.;Daugherty, Patricia J;Davidson, Anthony;de Castro, C. C.;De Felice, F.;de Grandbois, Y.;de Jong, Mark W;Dedene, Guido;Delen, Dursun;Denni, Mario;Desai, D.;DeTore, A.;Dholakia, N.;Di Benedetto, A.;Di Guardo, Maria Chiara;Di Nauta, Primiano;Diallo, Mbaye Fall;Diamantopoulou, V.;Diaz-Martin, Ana M;Diaz-Mendez, Montserrat;Diffley, Sarah;Ding, Yi;Dismukes, J. P.;Dominguez-Pery, C;Dong, Beibei;Dong, Ching-Shen James;Dong, S.;Dos Santos, A. M.;Dougherty, Deborah J;Doultsinou, A.;Dragoicea, Monica;Drennan, Judy;Driessen, Paul H;Dr?goicea, M.;Du, S.;Dubiel, A.;Duennebeil, Sebastian;Dutta, S.;Dutton, W. H.;Díaz-Martín, A. M.;Díaz-Méndez, M.;E Cunha, J. F.;Eastwood, D.;Eaton, B.;Echeverri, Per;Eckert, C.;Edgar, David;Edwards, Peter;Ehrenthal, Joachim C F;Einspruch, N. G.;Elaluf-Calderwood, S.;Elfring, T.;Elizondo, A. M.;Ellis, Nick;Ellonen, H.-K.;Embi, M. R. B.;Engberg, L. A.;Engelstätter, B.;Engwall, Mats;Enz, M. G.;Ericson, A.;Eriksson, Owen;Ernst, H.;Essén, A.;Estelami, H.;Ettouzani, Younes;Evans, Kenneth R;Evanschitzky, Heiner;Fan, Xiucheng;Fang, S.-C.;Fang, Y.;Faraj, Samer;Farquhar, Jillian;Faulkner, P.;Fedorowicz, J.;Fei, Yan-Lin;Ferrin, Bruce G;Fichman, Robert G;Figueira, M.;Fill, Hans-Georg;Firth, Robert;Fishenden, J.;Fisk, Raymond P;Fleisch, E.;Flint, Daniel John;Forman, Chris;Fortune, J.;Foss, Lene;Fox, J.;Frambach, R. T.;Frambach, RT;Francis, D.;Fredberg, T.;Freiling, Joerg;Frenken, Koen;Friedli, T.;Frías-Jamilena D. M.;Fuglsang, Lars;Fujigaki, Yuko;Fujita, K.;Fukimaga, Y.;Fukuda, Ken;Gabler, Colin B;Gago, David;Gaimon, C.;Galletta, Dennis;Gallouj, C.;Galvagno, Marco;Galán-Díaz, C.;Gann, R.;Gao, G.;Gao, J.;Garcia, Rosanna;García-Goñi, M.;García-Quevedo, J.;Garud, R.;Ge, L.;Ge, Xin;Gegenhuber, T.;George, W. R.;Ghijsen, P.;Ghinea, G.;Ghose, A.;Giesecke, Susanne;Gilsanz, Ainhize;Giuiusa, Alessio;Giungato, Gerolamo;Glushko, Robert J;Gobble, M. A. M.;Gogan, J. L.;Goh, J. M.;Goldschmidt-Clermont, P.;Gomes, Paulo J;Gong, L.;Gong, Xiaoye;González-Morales, M. O.;Gopal, Anandasivam;Gopi, M.;Gosain, S.;Gounaris, Spiros;Gountaras, N.;Gowanit, C.;Graham, G.;Grant, Kevin;Granzin, K. L.;Gray, P. H.;Greeven, M.;Gremyr, Ida;Gretzel, Ulrike;Griffith, Terri L;Griffy-Brown, Charla;Grin, John;Grisot, M.;Grosso, Monica;Gruen, Thomas W;Grönlund, A.;Guan, Jiancheng;Guest, Duncan;Guldemond, Nick;Gurbaxani, V.;Guzmán, J.;Gyrd-Jones, Richard I;Haas, Michael;Hackney, R.;Hahn, M.;Hallstedt, Sophie;Halsall, D.;Halsall, J.;Hambleton, Robin;Hamel, Florian;Hammedi, Wafa;Han, K.;Han, S.;Hancock, Marguerite Gong;Handrich, Matthias;Hara, Tatsunori;Harjumaa, Marja;Harmaakorpi, V.;Harmon, R. R.;Harridge-March, Sally;Harrison, J. C.;Harrison, Tina;Hartley, S.;Hartline, Michael D;Hartman, Alan;Harty, Chris;Harvey, Michael G;He, W.;Heidenreich, Sven;Heikkilä, J.;Heikkilä, M.;Heiskanen, E.;Hekkert, M. P.;Helfert, Markus;Helkkula, Anu;Heller-Schuh, Barbara;Hellström, M.;Hennala, Lea;Henrichs, R. B.;Henseler, Jorg;Hernandez-Ortega, Blanca;Herz, Thomas Ph;Heywood, A.;Hidalgo, Antonio;Hillebrand, Bas;Hilman, Haim;Hilton, Chadwick B;Hindman, Dustin;Hinsch, M. E.;Hjalmarsson, A.;Ho, L.-A.;Hofacker, Charles F;Hofemann, S.;Hofer, Katharina Maria;Hofman, Erwin;Hofman, W.;Hofmann, S.;Hofstetter, Joerg S;Hogstrom, Claes;Holmlid, Stefan;Holmqvist, Jonas;Holmström, J.;Homans, Hilary;Hong, P. C.;Hong, Seunghye;Hongting, T.;Howard, Joanna;Howells, J.;Hsiao, Li-Chun;Hsiao, P.-I.;Hsiao, Shu-Ling;Hsieh, Pei-Hung;Hsieh, Pei-Shan;Hsieh, Yen-Hao;Hsu, Cheng;Hsu, Chien-Lung;Hsu, Shu-Chuan;Hsuan, Juliana;Hu, Mei-Chih;Hu, Yansong;Huan, Tzung-Cheng;Huang, Astrid Ya-Hui;Huang, F.;Huang, Hui-Ling;Huang, L.;Huang, Ling Chu;Huang, Ming-Hui;Huang, Peng;Huang, Pi-Yun;Huggins, R.;Hughes, Alan;Hui, Su;Humphreys, Ashlee;Hung, Chih-Young;Hung, Patrick;Hung, S.-C.;Hunter-Jones, Philippa;Hwang, P.-R.;Hyytinen, K.;Hänninen, S.;Héritier, A.;Iacovone, L.;Ibert, Oliver;Ibrahim, O.;Igel, B.;Ihlström Eriksson, C.;Ikeda, M.;Ikävalko, J.;Ilic, Ana;Im, G.;Im, K. S.;Ing, David;Isaac, H.;Ishii, K.;Ishimatsu, H.;Iskin, I.;Islam, M. A.;Ismail, I.;Isomursu, Minna;Ittipanuvat, V.;Iyer, B.;Iyer, Gopalkrishnan R;Jack, Sarah;Jackson, Eric;Jackson, Paul R;Jacob, Frank;Jacobsson, Staffan;Jain, Hemant K;Jain, Radhika P;Jain, S.;Jaiswal, M.;Jaksic, Maja Levi;Jalas, M.;Janakiraman, R.;Jarvis, Cheryl Burke;Jasperson, J;Jeppesen, Lars B;Jesus Nieto, Maria;Jetter, A.;Jiang, S.;Jimenez-Martinez, Julio;Jitpaiboon, Thawatchai;Johannessen, Jon-Arild;Johannesson, P.;Johar, Monica S;Johnson, L. W.;Johnson, Mikael;Johnston, Wesley J;Jones, J. D.;Joshi, K. D.;Joshi, M. P.;Juell-Skielse, E.;Juell-Skielse, G.;Juric, Biljana;Jäger, A.;Kageyama, Y.;Kahle, H. N.;Kahn, Kenneth B;Kakutani, Y.;Kaliappen, Narentheren;Kalika, M.;Kalling, T.;Kallinikos, Jannis;Kalta, M.;Kang, Jina;Kang, K. H.;Kankanhalli, Atreyi;Karagiannis, Dimitris;Karahanna, Elena;Karhu, P.;Karimi, Jahangir;Karjaluoto, H.;Karniouchina, EV;Kasabov, E.;Kauranen, I.;Kautonen, M.;Kawai, T.;Kawakami, T.;Keen, J.;Keith, Mark;Kemppinen, J.;Kenning, Peter;Kerkhof, Marco;Kerr, Don;Kerrigan, F.;Kesidou, Effie;Khalik, Mahmoud;Khiaonarong, T.;Kieliszewski, Cheryl A;Kihara, Y.;Kim, Dan J;Kim, H. G.;Kim, Kibae;Kim, Kyung Kyu;Kim, Miri;Kim, Moon-Soo;Kim, Sang-Hun;Kim, Sojung;Kim, Young Hoon;Kinder, Tony;Kindstrom, Daniel;King, John Leslie;Kingmanbrundage, J;Kiumarsi, S.;Kiviniemi, A.;Kiviniemi, V.;Kleijnen, M.;Klein, E.;Kleinaltenkamp, Michael;Kljaji?, M.;Knutsen, Lars A;Ko, Hsien-Tang;Koch, A.;Koch, Daniel Jeffrey;Koelling, Marcus;Koh, Byungwan;Konana, P.;Konsynski, Benn;Koo, Chulmo;Kool, L.;Koritos, Christos D;Kornum, Niels;Krafft, Manfred;Krcmar, Helmut;Krempl, R.;Kreulen, J. T.;Krishnan, V. V.;Krumwiede, Dennis;Ku, Cheng-Yuan;Kuester, Sabine;Kuhlmann, S.;Kujala, J.;Kujala, S.;Kuk, George;Kumar, R.;Kumar, Ram L;Kuo, Tsung-Hsien;Kuo, Yen-Ku;Kuusik, Andres;Kuusisto, Jari;Kyoya, Y.;Lages, Luis Filipe;Lai, Jung-Yu;Lai, Kee-hung;Laine, E.;Lambert, D. M.;Lancaster, N.;Landau, Jonathan S;Lanestedt, Gjermund;Larsen, J. N.;Larson, R. C.;Larsson, T. C.;Latour, M. S.;Laudien, Sven M;Laukkanen, T.;Layton, Roger A;Leclercq-Vandelannoitte, A.;Lee, B. C. Y.;Lee, Changyong;Lee, Chong Ho;Lee, E.-J.;Lee, Gwanhoo;Lee, Hakyeon;Lee, Hyejung;Lee, Hyunju;Lee, Jae-Nam;Lee, Jaegul;Lee, Min Kyung;Lee, Wen-Yee;Lempinen, Heikki;Lenka, Sambit;Leo, Pierre-Yves;Leonardi, Paul M.;Leung, J.;Lewis, Mark O;Lewis, S. C.;Li, E. Y.;Li, Jin;Li, Jun;Li, Xiang (Robert);Li, Xuemei;Li, Yunpeng;Liao, Chien Hsiang;Liao, Shuling;Liao, Wen-Hsuan;Liao, Z.;Liebenau, J.;Lim, K. H.;Lim, Ming K;Lin, Che-Hung;Lin, Hong-Nan;Lin, Jwu-Rong;Lin, Kwei-Jay;Lin, L. H.;Lin, S. S. J. ;Lin, Shang-Ping;Lin, Sheng-Chih;Lin, Shu-Fang;Lin, Tingling;Lin, Yong;Lin, Yu-Ting;Lindberg, Nina;Lindgren, Rikard;Lindmark, Sven;Lindsay, Val;Lings, Ian;Linton, Jonathan D;Little, E.;Liu, Chun Hsien;Liu, Ren-Jye;Liukkunen, Kari;Loebler, Helge;Lofberg, Nina;Long, Andrew L S;Loukis, E.;Love, James H;Lu, Hsi-Peng;Lu, I. Y.;Lu, T.;Luo Junwei;Luo, Chih-Ming Arthur;Lyons, M. H.;Lyu, C.;Lyytinen, A.;Léo, P. Y.;Löbler, H.;Löfberg, N.;Lübeck, R. M.;Lüthje, C.;Macaulay, L.;Madeira-Silva, M. J.;Maffey, Georgina;Mahr, Dominik;Mainardes, Emerson Wagner;Malhotra, A.;Mandeville, T.;Maniatopoulos, Gregory;Manic, Bojana;Manjarres, Ricardo;Manopichetwattana, V.;Marandi, Ebi;Marciano, C.;Marinkovic, Sanja;Mariotti, S.;Markard, Jochen;Martin, Mike;Martin, Patrick;Martinez-Fuentes, Clara;Martini, M.;Marton, Attila;Marttila, L.
Spohrer, Jim;13;1;;4;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vargo, Stephen;1;13;;;6;3;;;;;;7;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lyytinen, Kalle;;;12;;;;;;;;;;4;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
